50,42,0
50,25,8
50,17,26
50,17,35
50,17,35
50,17,35
50,17,35
50,8,35
50,8,44
50,17,44
50,17,35
50,8,35
50,17,44
50,8,35
50,8,44
50,17,44
50,17,35
50,17,35
50,17,35
50,17,35
50,8,35
50,8,44
50,17,44
50,17,35
50,8,35
50,17,44
50,8,35
50,8,44
50,17,44
50,17,35
50,17,35
50,17,35
50,8,35
50,8,44
50,17,44
50,17,35
50,17,35
50,8,35
50,8,44
50,17,44
50,17,35
50,17,35
50,8,35
50,17,44
50,8,35
50,8,44
50,8,44
50,17,44
50,17,35
50,8,35
50,17,44
50,17,35
50,17,35
50,17,35
50,8,35
50,8,44
50,8,44
50,17,44
50,17,35
50,17,35
50,17,35
50,8,35
50,8,44
50,8,44
50,17,44
50,8,35
50,17,44
50,8,35
50,8,44
50,8,44
50,17,44
50,8,35
50,8,44
50,8,44
50,17,44
50,17,35
50,8,35
50,17,44
50,17,35
50,17,35
50,8,35
50,8,44
50,17,44
50,17,35
50,17,35
50,8,35
50,8,44
50,8,44
50,17,44
50,8,35
50,8,44
50,17,44
50,17,35
50,17,35
50,8,35
50,8,44
50,17,44
50,17,35
50,8,35
50,8,44
50,17,44
50,17,35
50,8,35
50,8,44
50,8,44
50,17,44
50,17,35
50,17,35
50,8,35
50,17,44
50,17,35
50,8,35
50,8,44
50,8,44
50,8,44
50,17,44
50,17,35
50,8,35
50,8,44
50,8,44
50,17,44
50,17,35
50,17,35
50,8,35
50,8,44
50,8,44
50,17,44
50,17,35
50,8,35
50,8,44
50,8,44
50,17,44
50,17,35
50,17,35
50,8,35
50,8,44
50,8,44
50,8,44
50,17,44
50,17,35
50,17,35
50,8,35
50,8,44
50,8,44
50,17,44
50,17,35
50,8,35
50,8,44
50,8,44
50,17,44
50,8,35
50,8,44
50,8,44
50,17,44
50,17,35
50,17,35
50,8,35
50,8,44
50,17,44
50,17,35
50,17,35
50,8,35
50,8,44
50,17,44
50,17,35
50,17,35
50,8,35
50,8,44
50,8,44
50,17,44
50,17,35
50,17,35
50,17,35
50,17,35
50,8,35
50,8,44
50,17,44
50,17,35
50,17,35
50,17,35
50,8,35
50,8,44
50,17,44
50,8,35
50,8,44
50,17,44
50,17,35
50,17,35
50,17,35
50,8,35
50,17,44
50,17,35
50,17,35
50,17,35
50,17,35
50,8,35
50,17,44
50,17,35
50,17,35
50,8,35
50,8,44
50,17,44
50,17,35
50,17,35
50,17,35
50,17,35
50,8,35
50,8,44
50,17,44
50,17,35
50,17,35
50,17,35
50,8,35
50,17,44
50,17,35
50,17,35
50,8,35
50,8,44
50,17,44
50,17,35
50,17,35
50,17,35
50,17,35
50,8,35
50,8,44
50,17,44
50,17,35
50,17,35
50,17,35
50,17,35
50,8,35
50,8,44
50,17,44
50,8,35
50,8,44
50,17,44
50,8,35
50,8,44
50,17,44
50,8,35
50,8,44
50,17,44
50,8,35
50,8,44
50,17,44
50,8,35
50,8,44
50,17,44
50,8,35
50,17,44
50,17,35
50,17,35
50,8,35
50,8,44
50,17,44
50,8,35
50,8,44
50,17,44
50,8,35
50,8,44
50,17,44
50,8,35
50,8,44
50,17,44
50,8,35
50,17,44
50,17,35
50,17,35
50,8,35
50,17,44
50,17,35
50,17,35
50,8,35
50,8,44
50,17,44
50,17,35
50,17,35
50,17,35
50,17,35
50,17,35
50,8,35
50,8,44
50,17,44
50,17,35
50,17,35
50,17,35
50,17,35
50,8,35
50,8,44
50,17,44
50,8,35
50,8,44
50,17,44
50,8,35
50,8,44
50,17,44
50,8,35
50,8,44
50,17,44
50,8,35
50,17,44
50,17,35
50,17,35
50,17,35
50,8,35
50,8,44
50,17,44
50,17,35
50,17,35
50,17,35
50,8,35
50,8,44
50,17,44
50,17,35
50,17,35
50,17,35
50,8,35
50,8,44
50,17,44
50,17,35
50,17,35
50,17,35
50,8,35
50,8,44
50,8,44
50,8,44
50,17,44
50,17,35
50,8,35
50,17,44
50,8,35
50,8,44
50,8,44
50,8,44
50,8,44
50,8,44
50,8,44
50,8,44
50,8,44
50,17,44
50,8,35
50,8,44
50,8,44
50,17,44
50,8,35
50,17,44
50,8,35
50,8,44
50,17,44
50,17,35
50,17,35
50,17,35
50,17,35
50,8,35
50,8,44
50,17,44
50,17,35
50,17,35
50,17,35
50,8,35
50,8,44
50,17,44
50,17,35
50,8,35
50,8,44
50,17,44
50,17,35
50,17,35
50,17,35
50,8,35
50,17,44
50,17,35
50,17,35
50,8,35
50,8,44
50,17,44
50,17,35
50,17,35
50,8,35
50,8,44
50,17,44
50,17,35
50,17,35
50,8,35
50,8,44
50,8,44
50,17,44
50,17,35
50,8,35
50,8,44
50,17,44
50,17,35
50,17,35
50,17,35
50,17,35
50,17,35
50,17,35
50,8,35
50,8,44
50,17,44
50,17,35
50,8,35
50,17,44
50,8,35
50,8,44
50,17,44
50,8,35
50,17,44
50,17,35
50,8,35
50,8,44
50,17,44
50,17,35
50,17,35
50,17,35
50,17,35
50,8,35
50,8,44
50,17,44
50,8,35
50,8,44
50,17,44
50,8,35
50,17,44
50,17,35
50,17,35
50,17,35
50,17,35
50,8,35
50,8,44
50,17,44
50,17,35
50,8,35
50,17,44
50,8,35
50,17,44
50,17,35
50,17,35
50,17,35
50,17,35
50,8,35
50,17,44
50,17,35
50,17,35
50,17,35
50,8,35
50,8,44
50,17,44
50,8,35
50,8,44
50,17,44
50,8,35
50,17,44
50,17,35
90,17,35
90,17,77
90,25,77
90,34,69
90,25,59
90,25,69
90,25,69
90,25,69
90,25,69
90,34,69
90,17,59
90,25,77
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,34,69
90,25,59
90,17,69
90,25,77
90,25,69
90,25,69
90,25,69
90,25,69
90,34,69
90,25,59
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,34,69
90,25,59
90,25,69
90,25,69
90,17,69
90,34,77
90,25,59
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,17,69
90,25,77
90,25,69
90,25,69
90,25,69
90,34,69
90,25,59
90,25,69
90,25,69
90,25,69
90,25,69
90,34,69
90,25,59
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,34,69
90,17,59
90,25,77
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,34,69
90,17,59
90,25,77
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,34,69
90,25,59
90,17,69
90,34,77
90,25,59
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,17,69
90,25,77
90,25,69
90,25,69
90,25,69
90,25,69
90,17,69
90,25,77
90,25,69
90,34,69
90,25,59
90,25,69
90,25,69
90,34,69
90,25,59
90,17,69
90,25,77
90,34,69
90,25,59
90,25,69
90,17,69
90,25,77
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,17,69
90,25,77
90,25,69
90,25,69
90,17,69
90,25,77
90,34,69
90,25,59
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,34,69
90,17,59
90,25,77
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,17,69
90,34,77
90,25,59
90,17,69
90,17,77
90,25,77
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,34,69
90,25,59
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,34,69
90,25,59
90,25,69
90,25,69
90,17,69
90,34,77
90,17,59
90,25,77
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,34,69
90,17,59
90,25,77
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,17,69
90,34,77
90,25,59
90,17,69
90,17,77
90,25,77
90,17,69
90,25,77
90,34,69
90,25,59
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,34,69
90,25,59
90,25,69
90,25,69
90,34,69
90,25,59
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,34,69
90,25,59
90,25,69
90,25,69
90,17,69
90,34,77
90,25,59
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,17,69
90,25,77
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,34,69
90,25,59
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,17,69
90,25,77
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,17,69
90,25,77
90,25,69
90,25,69
90,25,69
90,25,69
90,34,69
90,25,59
90,17,69
90,25,77
90,34,69
90,17,59
90,25,77
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,17,69
90,34,77
90,25,59
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,34,69
90,25,59
90,17,69
90,34,77
90,17,59
90,25,77
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,34,69
90,25,59
90,17,69
90,34,77
90,25,59
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,34,69
90,25,59
90,17,69
90,34,77
90,25,59
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,17,69
90,34,77
90,25,59
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
90,25,69
